epoch,accuracy,loss,val_accuracy,val_loss
0,0.8925999999046326,0.3830268085002899,0.9247000217437744,0.25558146834373474
1,0.9323833584785461,0.23823395371437073,0.9390000104904175,0.2143924981355667
2,0.9420999884605408,0.20546017587184906,0.9422000050544739,0.19678479433059692
3,0.9480166435241699,0.18555377423763275,0.946399986743927,0.18554063141345978
